date;vacances_zone_a;vacances_zone_b;vacances_zone_c;nom_vacances
16/12/1991;False;False;False;
17/12/1991;False;False;False;
18/12/1991;False;False;False;
19/12/1991;False;False;False;
20/12/1991;False;False;False;
21/12/1991;True;True;True;Vacances de No‰l
22/12/1991;True;True;True;Vacances de No‰l
23/12/1991;True;True;True;Vacances de No‰l
24/12/1991;True;True;True;Vacances de No‰l
25/12/1991;True;True;True;Vacances de No‰l
26/12/1991;True;True;True;Vacances de No‰l
27/12/1991;True;True;True;Vacances de No‰l
28/12/1991;True;True;True;Vacances de No‰l
29/12/1991;True;True;True;Vacances de No‰l
30/12/1991;True;True;True;Vacances de No‰l
31/12/1991;True;True;True;Vacances de No‰l
01/01/1992;True;True;True;Vacances de No‰l
02/01/1992;True;True;True;Vacances de No‰l
03/01/1992;True;True;True;Vacances de No‰l
04/01/1992;True;True;True;Vacances de No‰l
05/01/1992;True;True;True;Vacances de No‰l
06/01/1992;False;False;False;
07/01/1992;False;False;False;
08/01/1992;False;False;False;
09/01/1992;False;False;False;
10/01/1992;False;False;False;
11/01/1992;False;False;False;
12/01/1992;False;False;False;
13/01/1992;False;False;False;
14/01/1992;False;False;False;
15/01/1992;False;False;False;
16/01/1992;False;False;False;
17/01/1992;False;False;False;
18/01/1992;False;False;False;
19/01/1992;False;False;False;
20/01/1992;False;False;False;
21/01/1992;False;False;False;
22/01/1992;False;False;False;
23/01/1992;False;False;False;
24/01/1992;False;False;False;
25/01/1992;False;False;False;
26/01/1992;False;False;False;
27/01/1992;False;False;False;
28/01/1992;False;False;False;
29/01/1992;False;False;False;
30/01/1992;False;False;False;
31/01/1992;False;False;False;
01/02/1992;False;False;False;
02/02/1992;False;False;False;
03/02/1992;False;False;False;
04/02/1992;False;False;False;
05/02/1992;False;False;False;
06/02/1992;False;False;False;
07/02/1992;False;False;False;
08/02/1992;False;False;False;
09/02/1992;False;False;False;
10/02/1992;False;False;False;
11/02/1992;False;False;False;
12/02/1992;False;False;False;
13/02/1992;False;False;False;
14/02/1992;False;False;False;
15/02/1992;True;False;False;Vacances d'hiver
16/02/1992;True;False;False;Vacances d'hiver
17/02/1992;True;False;False;Vacances d'hiver
18/02/1992;True;False;False;Vacances d'hiver
19/02/1992;True;False;False;Vacances d'hiver
20/02/1992;True;False;False;Vacances d'hiver
21/02/1992;True;False;False;Vacances d'hiver
22/02/1992;True;True;False;Vacances d'hiver
23/02/1992;True;True;False;Vacances d'hiver
24/02/1992;True;True;False;Vacances d'hiver
25/02/1992;True;True;False;Vacances d'hiver
26/02/1992;True;True;False;Vacances d'hiver
27/02/1992;True;True;False;Vacances d'hiver
28/02/1992;True;True;False;Vacances d'hiver
29/02/1992;True;True;True;Vacances d'hiver
01/03/1992;True;True;True;Vacances d'hiver
02/03/1992;False;True;True;Vacances d'hiver
03/03/1992;False;True;True;Vacances d'hiver
04/03/1992;False;True;True;Vacances d'hiver
05/03/1992;False;True;True;Vacances d'hiver
06/03/1992;False;True;True;Vacances d'hiver
07/03/1992;False;True;True;Vacances d'hiver
08/03/1992;False;True;True;Vacances d'hiver
09/03/1992;False;False;True;Vacances d'hiver
10/03/1992;False;False;True;Vacances d'hiver
11/03/1992;False;False;True;Vacances d'hiver
12/03/1992;False;False;True;Vacances d'hiver
13/03/1992;False;False;True;Vacances d'hiver
